2026-01-24 22:50:58 track_hz=11.60 [B5:11.60Hz]
2026-01-24 22:50:59 track_hz=23.60 [B5:23.60Hz]
2026-01-24 22:51:00 track_hz=35.60 [B5:35.60Hz]
2026-01-24 22:51:01 track_hz=47.60 [B5:47.60Hz]
2026-01-24 22:51:01 track_hz=59.60 [B5:59.60Hz]
2026-01-24 22:51:01 track_hz=59.80 [B5:59.80Hz]
2026-01-24 22:51:01 track_hz=60.00 [B5:60.00Hz]
2026-01-24 22:51:02 track_hz=60.20 [B5:60.20Hz]
2026-01-24 22:51:02 track_hz=60.40 [B5:60.40Hz]
2026-01-24 22:51:02 track_hz=60.60 [B5:60.60Hz]
2026-01-24 22:51:02 track_hz=60.80 [B5:60.80Hz]
2026-01-24 22:51:02 track_hz=61.00 [B5:61.00Hz]
2026-01-24 22:51:02 track_hz=61.20 [B5:61.20Hz]
2026-01-24 22:51:02 track_hz=61.40 [B5:61.40Hz]
2026-01-24 22:51:02 track_hz=61.60 [B5:61.60Hz]
2026-01-24 22:51:02 track_hz=61.80 [B5:61.80Hz]
2026-01-24 22:51:02 track_hz=62.00 [B5:62.00Hz]
2026-01-24 22:51:02 track_hz=62.20 [B5:62.20Hz]
2026-01-24 22:51:02 track_hz=62.40 [B5:62.40Hz]
2026-01-24 22:51:02 track_hz=62.60 [B5:62.60Hz]
2026-01-24 22:51:02 track_hz=62.80 [B5:62.80Hz]
2026-01-24 22:51:02 track_hz=63.00 [B5:63.00Hz]
2026-01-24 22:51:02 track_hz=63.20 [B5:63.20Hz]
2026-01-24 22:51:02 track_hz=63.40 [B5:63.40Hz]
2026-01-24 22:51:02 track_hz=63.60 [B5:63.60Hz]
2026-01-24 22:51:02 track_hz=63.80 [B5:63.80Hz]
2026-01-24 22:51:02 track_hz=64.00 [B5:64.00Hz]
2026-01-24 22:51:02 track_hz=64.20 [B5:64.20Hz]
2026-01-24 22:51:02 track_hz=64.40 [B5:64.40Hz]
2026-01-24 22:51:02 track_hz=64.60 [B5:64.60Hz]
2026-01-24 22:51:02 track_hz=64.80 [B5:64.80Hz]
2026-01-24 22:51:02 track_hz=65.00 [B5:65.00Hz]
2026-01-24 22:51:02 track_hz=65.20 [B5:65.20Hz]
2026-01-24 22:51:02 track_hz=65.40 [B5:65.40Hz]
2026-01-24 22:51:02 track_hz=65.60 [B5:65.60Hz]
2026-01-24 22:51:02 track_hz=65.80 [B5:65.80Hz]
2026-01-24 22:51:02 track_hz=66.00 [B5:66.00Hz]
2026-01-24 22:51:02 track_hz=66.20 [B5:66.20Hz]
2026-01-24 22:51:02 track_hz=66.40 [B5:66.40Hz]
2026-01-24 22:51:02 track_hz=66.60 [B5:66.60Hz]
2026-01-24 22:51:02 track_hz=66.80 [B5:66.80Hz]
2026-01-24 22:51:02 track_hz=67.00 [B5:67.00Hz]
2026-01-24 22:51:02 track_hz=67.20 [B5:67.20Hz]
2026-01-24 22:51:02 track_hz=67.40 [B5:67.40Hz]
2026-01-24 22:51:02 track_hz=67.60 [B5:67.60Hz]
2026-01-24 22:51:02 track_hz=67.80 [B5:67.80Hz]
2026-01-24 22:51:02 track_hz=68.00 [B5:68.00Hz]
2026-01-24 22:51:02 track_hz=68.20 [B5:68.20Hz]
2026-01-24 22:51:02 track_hz=68.40 [B5:68.40Hz]
2026-01-24 22:51:02 track_hz=68.60 [B5:68.60Hz]
2026-01-24 22:51:02 track_hz=68.80 [B5:68.80Hz]
2026-01-24 22:51:02 track_hz=69.00 [B5:69.00Hz]
2026-01-24 22:51:02 track_hz=69.20 [B5:69.20Hz]
2026-01-24 22:51:02 track_hz=69.40 [B5:69.40Hz]
2026-01-24 22:51:02 track_hz=69.60 [B5:69.60Hz]
2026-01-24 22:51:02 track_hz=69.80 [B5:69.80Hz]
2026-01-24 22:51:02 track_hz=70.00 [B5:70.00Hz]
2026-01-24 22:51:02 track_hz=70.20 [B5:70.20Hz]
2026-01-24 22:51:02 track_hz=70.40 [B5:70.40Hz]
2026-01-24 22:51:02 track_hz=70.60 [B5:70.60Hz]
2026-01-24 22:51:02 track_hz=70.80 [B5:70.80Hz]
2026-01-24 22:51:02 track_hz=71.00 [B5:71.00Hz]
2026-01-24 22:51:02 track_hz=71.20 [B5:71.20Hz]
2026-01-24 22:51:02 track_hz=71.40 [B5:71.40Hz]
2026-01-24 22:51:02 track_hz=71.60 [B5:71.60Hz]
2026-01-24 22:51:02 track_hz=71.80 [B5:71.80Hz]
2026-01-24 22:51:02 track_hz=72.00 [B5:72.00Hz]
2026-01-24 22:51:02 track_hz=72.20 [B5:72.20Hz]
2026-01-24 22:51:02 track_hz=72.40 [B5:72.40Hz]
2026-01-24 22:51:02 track_hz=72.60 [B5:72.60Hz]
2026-01-24 22:51:02 track_hz=72.80 [B5:72.80Hz]
2026-01-24 22:51:02 track_hz=73.00 [B5:73.00Hz]
2026-01-24 22:51:02 track_hz=73.20 [B5:73.20Hz]
2026-01-24 22:51:02 track_hz=73.40 [B5:73.40Hz]
2026-01-24 22:51:02 track_hz=73.60 [B5:73.60Hz]
2026-01-24 22:51:02 track_hz=73.80 [B5:73.80Hz]
2026-01-24 22:51:02 track_hz=74.00 [B5:74.00Hz]
2026-01-24 22:51:02 track_hz=74.20 [B5:74.20Hz]
2026-01-24 22:51:02 track_hz=74.40 [B5:74.40Hz]
2026-01-24 22:51:02 track_hz=74.60 [B5:74.60Hz]
2026-01-24 22:51:02 track_hz=74.80 [B5:74.80Hz]
2026-01-24 22:51:02 track_hz=75.00 [B5:75.00Hz]
2026-01-24 22:51:02 track_hz=75.20 [B5:75.20Hz]
2026-01-24 22:51:02 track_hz=75.40 [B5:75.40Hz]
2026-01-24 22:51:02 track_hz=75.60 [B5:75.60Hz]
2026-01-24 22:51:02 track_hz=75.80 [B5:75.80Hz]
2026-01-24 22:51:03 track_hz=76.00 [B5:76.00Hz]
2026-01-24 22:51:03 track_hz=76.20 [B5:76.20Hz]
2026-01-24 22:51:03 track_hz=76.40 [B5:76.40Hz]
2026-01-24 22:51:03 track_hz=76.60 [B5:76.60Hz]
2026-01-24 22:51:03 track_hz=76.80 [B5:76.80Hz]
2026-01-24 22:51:03 track_hz=77.00 [B5:77.00Hz]
2026-01-24 22:51:03 track_hz=77.20 [B5:77.20Hz]
2026-01-24 22:51:03 track_hz=77.40 [B5:77.40Hz]
2026-01-24 22:51:03 track_hz=77.60 [B5:77.60Hz]
2026-01-24 22:51:03 track_hz=77.80 [B5:77.80Hz]
2026-01-24 22:51:03 track_hz=78.00 [B5:78.00Hz]
2026-01-24 22:51:03 track_hz=78.20 [B5:78.20Hz]
2026-01-24 22:51:03 track_hz=78.40 [B5:78.40Hz]
2026-01-24 22:51:03 track_hz=78.60 [B5:78.60Hz]
2026-01-24 22:51:03 track_hz=78.80 [B5:78.80Hz]
2026-01-24 22:51:03 track_hz=79.00 [B5:79.00Hz]
2026-01-24 22:51:03 track_hz=79.20 [B5:79.20Hz]
2026-01-24 22:51:03 track_hz=79.40 [B5:79.40Hz]
2026-01-24 22:51:03 track_hz=79.60 [B5:79.60Hz]
2026-01-24 22:51:03 track_hz=79.80 [B5:79.80Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.40 [B5:80.40Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.20 [B5:80.20Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
2026-01-24 22:51:03 track_hz=80.00 [B5:80.00Hz]
